Location,2018_Per_capita_personal_income_in_dollars,2019_Per_capita_personal_income_in_dollars,2020_Per_capita_personal_income_in_dollars,2019_Percent_change,2020_Percent_change
Ector,"49,458","52,079","49,887",5.3,-4.2
Edwards,"42,213","47,478","55,329",12.5,16.5
Ellis,"45,468","46,874","49,333",3.1,5.2
El Paso,"36,427","38,771","41,818",6.4,7.9
Erath,"39,653","41,866","43,900",5.6,4.9
Falls,"35,067","35,960","39,865",2.5,10.9
Fannin,"38,549","40,251","42,562",4.4,5.7
Fayette,"54,369","56,358","57,962",3.7,2.8
Fisher,"48,993","45,922","49,100",-6.3,6.9
Floyd,"38,779","43,301","42,627",11.7,-1.6
Foard,"46,718","45,431","52,630",-2.8,15.8
Fort Bend,"59,392","61,061","61,791",2.8,1.2
Franklin,"40,359","41,822","44,725",3.6,6.9
Freestone,"37,768","38,737","40,407",2.6,4.3
Frio,"29,861","31,185","33,407",4.4,7.1
Gaines,"41,360","45,941","47,826",11.1,4.1
Galveston,"53,461","56,611","57,941",5.9,2.3
Garza,"31,554","31,048","31,223",-1.6,0.6
Gillespie,"63,954","66,866","68,885",4.6,3.0
Glasscock,"96,395","94,077","87,334",-2.4,-7.2
Goliad,"45,387","47,874","49,513",5.5,3.4
Gonzales,"46,717","46,057","47,272",-1.4,2.6
Gray,"42,474","44,064","45,091",3.7,2.3
Grayson,"43,052","44,585","47,045",3.6,5.5
Gregg,"46,078","47,466","49,152",3.0,3.6
Grimes,"36,328","37,467","39,033",3.1,4.2
Guadalupe,"45,958","47,417","49,405",3.2,4.2
Hale,"33,409","36,389","38,674",8.9,6.3
Hall,"31,295","34,290","35,416",9.6,3.3
Hamilton,"60,461","63,867","65,685",5.6,2.8
Hansford,"58,469","66,689","66,588",14.1,-0.2
Hardeman,"42,562","42,503","45,863",-0.1,7.9
Hardin,"46,591","47,363","49,159",1.7,3.8
Harris,"58,685","59,207","60,183",0.9,1.6
Harrison,"41,973","44,022","45,396",4.9,3.1
Hartley,"64,298","73,797","76,005",14.8,3.0
Haskell,"37,965","44,998","46,070",18.5,2.4
Hays,"44,699","47,854","50,212",7.1,4.9
Hemphill,"58,277","61,126","61,340",4.9,0.4
Henderson,"39,243","41,161","43,356",4.9,5.3
Hidalgo,"27,007","28,091","31,153",4.0,10.9
Hill,"40,651","42,317","44,776",4.1,5.8
Hockley,"41,203","43,215","46,051",4.9,6.6
Hood,"51,040","52,977","55,132",3.8,4.1
Hopkins,"40,412","42,690","45,219",5.6,5.9
Houston,"39,000","41,048","44,693",5.3,8.9
Howard,"44,419","44,014","45,105",-0.9,2.5
Hudspeth,"22,353","23,296","26,835",4.2,15.2
Hunt,"38,729","40,177","42,819",3.7,6.6
Hutchinson,"42,101","44,195","46,860",5.0,6.0
Irion,"73,627","71,669","72,353",-2.7,1.0
Jack,"44,529","40,066","41,038",-10.0,2.4
Jackson,"42,617","48,020","47,642",12.7,-0.8
Jasper,"40,129","41,290","43,486",2.9,5.3
Jeff Davis,"43,170","43,850","48,623",1.6,10.9
Jefferson,"43,391","44,230","46,547",1.9,5.2
Jim Hogg,"32,130","33,639","36,847",4.7,9.5
Jim Wells,"40,445","42,450","46,483",5.0,9.5
Johnson,"43,299","44,836","47,654",3.5,6.3
Jones,"31,212","33,482","35,520",7.3,6.1
Karnes,"60,754","64,024","61,330",5.4,-4.2
Kaufman,"43,674","44,220","47,580",1.3,7.6
Kendall,"82,514","83,573","84,853",1.3,1.5
Kenedy,"37,210","42,966","46,296",15.5,7.8
Kent,"57,203","48,894","51,139",-14.5,4.6
Kerr,"52,045","54,523","56,093",4.8,2.9
Kimble,"44,065","44,909","48,071",1.9,7.0
King,"86,436","82,307","81,541",-4.8,-0.9
Kinney,"31,385","32,336","35,119",3.0,8.6
Kleberg,"39,669","41,456","43,560",4.5,5.1
Knox,"39,491","39,629","42,857",0.3,8.1
Lamar,"41,325","43,579","46,538",5.5,6.8
Lamb,"41,120","46,446","50,667",13.0,9.1
Lampasas,"50,864","51,862","54,153",2.0,4.4
La Salle,"40,823","40,404","41,114",-1.0,1.8
Lavaca,"53,815","56,589","57,399",5.2,1.4
Lee,"48,145","54,966","53,791",14.2,-2.1
Leon,"40,510","41,033","42,878",1.3,4.5
Liberty,"37,886","38,540","40,904",1.7,6.1
Limestone,"37,180","38,406","41,072",3.3,6.9
Lipscomb,"72,573","87,161","83,655",20.1,-4.0
Live Oak,"37,159","37,285","38,734",0.3,3.9
Llano,"49,385","50,966","52,538",3.2,3.1
Loving,"56,631","55,200","49,072",-2.5,-11.1
Lubbock,"43,393","44,802","46,502",3.2,3.8
Lynn,"40,544","44,792","40,351",10.5,-9.9
McCulloch,"39,967","39,008","41,306",-2.4,5.9
McLennan,"41,743","42,699","45,772",2.3,7.2
McMullen,"74,644","74,583","73,356",-0.1,-1.6
Madison,"31,627","32,099","35,865",1.5,11.7
Marion,"39,088","41,209","42,536",5.4,3.2
Martin,"68,227","67,054","64,602",-1.7,-3.7
Mason,"47,455","48,083","49,261",1.3,2.4
Matagorda,"43,116","46,469","48,150",7.8,3.6
Maverick,"30,707","32,061","35,133",4.4,9.6
Medina,"40,848","42,578","44,456",4.2,4.4
Menard,"37,780","38,678","41,220",2.4,6.6
Midland,"132,698","138,141","126,631",4.1,-8.3
Milam,"36,326","37,505","40,552",3.2,8.1
Mills,"39,349","40,522","45,663",3.0,12.7
Mitchell,"35,065","35,671","37,113",1.7,4.0
Montague,"41,802","42,644","44,790",2.0,5.0
Montgomery,"63,293","64,853","65,516",2.5,1.0
Moore,"43,547","47,887","51,476",10.0,7.5
Morris,"41,109","40,229","43,036",-2.1,7.0
Motley,"30,207","32,567","39,505",7.8,21.3
Nacogdoches,"38,324","39,299","41,188",2.5,4.8
Navarro,"38,923","40,543","42,869",4.2,5.7
Newton,"33,437","34,666","36,839",3.7,6.3
Nolan,"43,776","45,578","48,017",4.1,5.4
Nueces,"43,348","46,242","47,999",6.7,3.8
Ochiltree,"58,125","60,484","59,892",4.1,-1.0
Oldham,"52,390","52,997","56,033",1.2,5.7
Orange,"45,164","46,227","48,173",2.4,4.2
Palo Pinto,"40,748","42,930","45,095",5.4,5.0
Panola,"46,432","47,042","47,191",1.3,0.3
Parker,"55,469","57,254","59,929",3.2,4.7
Parmer,"45,366","51,698","57,137",14.0,10.5
Pecos,"38,577","39,992","40,391",3.7,1.0
Polk,"40,103","41,167","42,830",2.7,4.0
Potter,"44,774","47,610","49,498",6.3,4.0
Presidio,"46,080","47,865","53,222",3.9,11.2
Rains,"34,847","35,751","38,200",2.6,6.9
Randall,"48,721","50,022","52,391",2.7,4.7
Reagan,"54,985","53,769","54,091",-2.2,0.6
Real,"35,491","36,931","40,667",4.1,10.1
Red River,"41,295","44,051","47,762",6.7,8.4
Reeves,"43,840","46,793","44,232",6.7,-5.5
Refugio,"45,164","47,638","48,266",5.5,1.3
Roberts,"48,850","50,747","52,804",3.9,4.1
Robertson,"42,135","43,768","45,866",3.9,4.8
Rockwall,"61,738","62,986","64,943",2.0,3.1
Runnels,"39,784","42,472","44,352",6.8,4.4
Rusk,"37,239","38,359","39,551",3.0,3.1
Sabine,"35,420","37,061","40,477",4.6,9.2
San Augustine,"39,822","43,305","43,642",8.7,0.8
San Jacinto,"35,643","37,847","39,298",6.2,3.8
San Patricio,"45,084","46,849","48,391",3.9,3.3
San Saba,"41,289","41,757","40,340",1.1,-3.4
Schleicher,"41,128","42,520","46,015",3.4,8.2
Scurry,"43,274","45,708","47,272",5.6,3.4
Shackelford,"111,749","90,579","86,294",-18.9,-4.7
Shelby,"42,506","41,739","44,038",-1.8,5.5
Sherman,"80,122","93,968","91,855",17.3,-2.2
Smith,"56,084","55,986","57,076",-0.2,1.9
Somervell,"45,735","47,630","50,164",4.1,5.3
Starr,"26,980","27,922","32,146",3.5,15.1
Stephens,"42,602","44,653","45,759",4.8,2.5
Sterling,"64,156","62,966","63,329",-1.9,0.6
Stonewall,"60,547","57,909","59,419",-4.4,2.6
Sutton,"64,449","62,893","56,622",-2.4,-10.0
Swisher,"51,211","54,587","53,734",6.6,-1.6
Tarrant,"52,213","53,375","55,615",2.2,4.2
Taylor,"46,240","48,691","52,429",5.3,7.7
Terrell,"47,154","50,578","61,631",7.3,21.9
Terry,"35,316","38,016","41,634",7.6,9.5
Throckmorton,"38,958","42,233","44,582",8.4,5.6
Titus,"36,267","37,964","41,207",4.7,8.5
Tom Green,"48,373","51,613","52,947",6.7,2.6
Travis,"70,141","71,633","74,032",2.1,3.3
Trinity,"35,801","37,399","39,206",4.5,4.8
Tyler,"32,061","33,629","36,694",4.9,9.1
Upshur,"37,300","38,084","39,674",2.1,4.2
Upton,"45,581","47,785","50,428",4.8,5.5
Uvalde,"40,222","42,217","45,255",5.0,7.2
Val Verde,"36,051","38,543","41,079",6.9,6.6
Van Zandt,"38,799","40,099","42,656",3.4,6.4
Victoria,"47,834","52,632","53,881",10.0,2.4
Walker,"29,144","31,115","32,334",6.8,3.9
Waller,"41,621","42,974","44,779",3.3,4.2
Ward,"50,352","54,632","48,109",8.5,-11.9
Washington,"55,236","57,635","58,426",4.3,1.4
Webb,"31,907","33,305","35,626",4.4,7.0
Wharton,"43,674","46,427","48,384",6.3,4.2
Wheeler,"44,291","44,936","48,691",1.5,8.4
Wichita,"42,837","44,206","46,322",3.2,4.8
Wilbarger,"45,843","50,096","49,537",9.3,-1.1
Willacy,"27,109","28,083","31,710",3.6,12.9
Williamson,"52,030","53,713","56,693",3.2,5.5
Wilson,"46,283","48,249","49,745",4.2,3.1
Winkler,"61,309","65,720","62,259",7.2,-5.3
Wise,"44,136","45,745","48,435",3.6,5.9
Wood,"39,038","40,596","42,978",4.0,5.9
Yoakum,"43,435","44,486","44,395",2.4,-0.2
Young,"51,210","51,824","53,227",1.2,2.7
Zapata,"28,727","29,004","28,981",1.0,-0.1
Zavala,"29,021","30,947","33,303",6.6,7.6
Utah,"46,377","49,115","52,204",5.9,6.3
Beaver,"35,149","39,246","41,667",11.7,6.2
Box Elder,"37,853","40,330","44,131",6.5,9.4
Cache,"39,707","42,075","44,947",6.0,6.8
Carbon,"38,356","40,207","42,459",4.8,5.6
Daggett,"42,613","47,457","48,761",11.4,2.7
Davis,"46,123","48,778","51,852",5.8,6.3
Duchesne,"36,025","38,574","40,780",7.1,5.7
Emery,"33,387","34,753","38,057",4.1,9.5
Garfield,"37,368","39,502","44,411",5.7,12.4
Grand,"55,584","58,620","60,928",5.5,3.9
Iron,"32,163","34,048","36,412",5.9,6.9
Juab,"37,396","38,699","42,531",3.5,9.9
Kane,"40,315","41,604","45,074",3.2,8.3
Millard,"35,320","37,507","41,843",6.2,11.6
Morgan,"53,152","56,156","58,631",5.7,4.4
Piute,"43,381","45,577","48,595",5.1,6.6
Rich,"36,973","39,387","42,762",6.5,8.6
Salt Lake,"52,130","55,481","59,077",6.4,6.5
San Juan,"26,283","28,142","30,198",7.1,7.3
Sanpete,"29,053","29,974","32,927",3.2,9.9
Sevier,"34,836","36,419","39,383",4.5,8.1
Summit,"144,148","152,310","156,537",5.7,2.8
Tooele,"36,832","37,978","41,301",3.1,8.7
Uintah,"31,244","31,965","32,945",2.3,3.1
Utah,"40,961","43,611","46,465",6.5,6.5
Wasatch,"56,575","59,263","61,653",4.8,4.0
Washington,"39,964","41,869","43,782",4.8,4.6
Wayne,"39,667","41,350","46,145",4.2,11.6
Weber,"41,132","43,477","46,675",5.7,7.4
Vermont,"53,516","55,396","59,187",3.5,6.8
Addison,"50,772","52,605","55,981",3.6,6.4
Bennington,"53,174","55,291","59,131",4.0,6.9
Caledonia,"41,136","43,778","48,094",6.4,9.9
Chittenden,"59,820","61,569","64,605",2.9,4.9
Essex,"37,634","40,355","44,173",7.2,9.5
Franklin,"46,493","48,688","52,181",4.7,7.2
Grand Isle,"58,689","60,524","64,231",3.1,6.1
Lamoille,"53,113","55,022","59,635",3.6,8.4
Orange,"47,509","49,449","53,146",4.1,7.5
Orleans,"43,816","45,535","49,998",3.9,9.8
Rutland,"51,465","53,373","57,283",3.7,7.3
Washington,"59,271","60,228","64,997",1.6,7.9
Windham,"50,364","52,380","56,610",4.0,8.1
Windsor,"57,640","59,713","63,786",3.6,6.8
Virginia,"56,978","58,738","61,958",3.1,5.5
Accomack,"46,445","49,695","53,762",7.0,8.2
Amelia,"42,496","43,865","46,780",3.2,6.6
Amherst,"36,613","37,560","40,293",2.6,7.3
Appomattox,"38,149","39,084","41,750",2.5,6.8
Arlington,"95,012","98,116","100,823",3.3,2.8
Bath,"61,741","65,682","70,050",6.4,6.7
Bedford,"46,031","46,857","49,457",1.8,5.5
Bland,"36,258","36,933","39,609",1.9,7.2
Botetourt,"49,935","51,018","53,767",2.2,5.4
Brunswick,"31,633","33,056","36,499",4.5,10.4
Buchanan,"34,726","36,758","38,969",5.9,6.0
Buckingham,"29,430","30,438","33,425",3.4,9.8
Caroline,"42,078","43,694","46,682",3.8,6.8
Charles City,"45,639","47,753","51,498",4.6,7.8
Charlotte,"34,668","35,669","38,547",2.9,8.1
Chesterfield,"53,458","55,063","58,069",3.0,5.5
Clarke,"64,325","66,713","69,117",3.7,3.6
Craig,"38,154","38,810","41,988",1.7,8.2
Culpeper,"46,323","47,386","50,509",2.3,6.6
Cumberland,"36,748","38,161","41,225",3.8,8.0
Dickenson,"31,639","33,524","37,046",6.0,10.5
Essex,"41,299","42,746","46,657",3.5,9.1
Fauquier,"69,905","71,927","74,801",2.9,4.0
Floyd,"38,387","39,255","42,304",2.3,7.8
Fluvanna,"44,742","45,666","48,440",2.1,6.1
Franklin,"40,512","41,866","44,821",3.3,7.1
Giles,"39,273","40,450","43,561",3.0,7.7
Gloucester,"48,634","50,250","53,341",3.3,6.2
Goochland,"99,291","104,052","105,619",4.8,1.5
Grayson,"31,234","32,061","35,093",2.6,9.5
Greene,"45,048","46,025","48,573",2.2,5.5
Halifax,"35,511","37,140","40,542",4.6,9.2
Hanover,"60,063","62,141","64,704",3.5,4.1
Henrico,"65,413","67,592","69,872",3.3,3.4
Highland,"42,035","44,185","46,315",5.1,4.8
Isle of Wight,"54,012","55,930","59,285",3.6,6.0
King and Queen,"42,705","44,565","48,888",4.4,9.7
King George,"52,859","55,158","57,377",4.3,4.0
King William,"46,352","48,001","50,951",3.6,6.1
Lancaster,"58,003","60,635","63,885",4.5,5.4
Lee,"28,954","29,704","33,056",2.6,11.3
Loudoun,"79,280","80,535","84,374",1.6,4.8
Louisa,"43,445","43,618","46,040",0.4,5.6
Lunenburg,"31,847","32,890","35,793",3.3,8.8
Madison,"46,745","48,601","51,608",4.0,6.2
Mathews,"54,772","56,574","59,026",3.3,4.3
Mecklenburg,"36,175","37,241","40,693",2.9,9.3
Middlesex,"50,365","52,833","55,466",4.9,5.0
Nelson,"50,287","52,216","55,869",3.8,7.0
New Kent,"73,715","74,471","77,957",1.0,4.7
Northampton,"52,920","55,940","62,614",5.7,11.9
Northumberland,"50,817","54,276","57,093",6.8,5.2
Nottoway,"33,723","35,445","38,594",5.1,8.9
Orange,"49,109","50,587","53,217",3.0,5.2
Page,"37,712","39,043","42,307",3.5,8.4
Patrick,"32,942","33,528","36,426",1.8,8.6
Powhatan,"57,247","58,652","61,547",2.5,4.9
Prince Edward,"30,640","31,621","33,868",3.2,7.1
Pulaski,"39,556","40,025","43,583",1.2,8.9
Rappahannock,"65,434","68,110","70,807",4.1,4.0
Richmond,"37,026","37,057","40,791",0.1,10.1
Russell,"32,660","33,513","36,423",2.6,8.7
Scott,"32,915","33,450","35,882",1.6,7.3
Shenandoah,"44,352","46,333","49,948",4.5,7.8
Smyth,"35,959","36,800","40,220",2.3,9.3
Stafford,"54,787","55,494","58,635",1.3,5.7
Surry,"43,803","44,042","47,927",0.5,8.8
Sussex,"30,278","32,099","35,062",6.0,9.2
Tazewell,"36,981","37,462","39,795",1.3,6.2
Warren,"45,672","47,315","50,504",3.6,6.7
Westmoreland,"43,390","45,092","48,577",3.9,7.7
Wythe,"34,762","35,644","39,116",2.5,9.7
Independent cities:,,,,,
Alexandria,"87,761","89,884","93,835",2.4,4.4
Chesapeake,"48,890","50,008","53,622",2.3,7.2
Hampton,"41,191","42,305","46,165",2.7,9.1
Newport News,"40,345","41,547","45,781",3.0,10.2
Norfolk,"38,262","39,453","42,996",3.1,9.0
Portsmouth,"38,623","40,782","44,871",5.6,10.0
Richmond,"52,839","55,191","59,148",4.5,7.2
Roanoke,"42,171","42,486","46,727",0.7,10.0
Suffolk,"50,591","52,030","55,561",2.8,6.8
Virginia Beach,"55,963","57,513","60,796",2.8,5.7
Combination areas3:,,,,,
Albemarle + Charlottesville,"74,603","75,885","77,606",1.7,2.3
Alleghany + Covington,"38,939","40,015","43,230",2.8,8.0
"Augusta, Staunton + Waynesboro","43,388","44,917","47,794",3.5,6.4
Campbell + Lynchburg,"36,870","37,702","41,030",2.3,8.8
Carroll + Galax,"35,078","35,549","38,908",1.3,9.4
"Dinwiddie, Colonial Heights + Petersburg","39,061","40,661","44,938",4.1,10.5
"Fairfax, Fairfax City + Falls Church","82,888","86,031","88,971",3.8,3.4
Frederick + Winchester,"50,271","51,907","54,832",3.3,5.6
Greensville + Emporia,"31,217","32,485","36,450",4.1,12.2
Henry + Martinsville,"37,923","39,183","43,380",3.3,10.7
James City + Williamsburg,"63,189","65,176","68,279",3.1,4.8
Montgomery + Radford,"36,906","37,377","39,442",1.3,5.5
Pittsylvania + Danville,"36,858","38,117","42,121",3.4,10.5
Prince George + Hopewell,"37,053","38,845","41,732",4.8,7.4
"Prince William, Manassas + Manassas Park","54,733","56,181","59,812",2.6,6.5
Roanoke + Salem,"51,078","52,094","54,977",2.0,5.5
"Rockbridge, Buena Vista + Lexington","39,023","41,029","43,534",5.1,6.1
Rockingham + Harrisonburg,"39,471","40,413","43,232",2.4,7.0
Southampton + Franklin,"40,813","43,430","46,909",6.4,8.0
Spotsylvania + Fredericksburg,"50,610","51,896","55,077",2.5,6.1
Washington + Bristol,"39,541","40,164","42,796",1.6,6.6
Wise + Norton,"31,879","33,052","35,929",3.7,8.7
York + Poquoson,"58,119","59,892","62,645",3.1,4.6
Washington,"60,352","63,021","67,126",4.4,6.5
Adams,"38,717","41,969","49,618",8.4,18.2
Asotin,"44,541","46,165","49,273",3.6,6.7
Benton,"46,157","48,285","51,757",4.6,7.2
Chelan,"52,696","55,520","60,518",5.4,9.0
Clallam,"44,673","46,524","49,718",4.1,6.9
Clark,"53,180","54,930","57,863",3.3,5.3
Columbia,"45,495","55,286","57,249",21.5,3.6
Cowlitz,"43,407","45,124","48,232",4.0,6.9
Douglas,"39,669","40,798","45,305",2.8,11.0
Ferry,"34,681","35,826","39,899",3.3,11.4
Franklin,"36,877","39,104","43,271",6.0,10.7
Garfield,"44,496","50,454","57,967",13.4,14.9
Grant,"38,002","40,216","48,468",5.8,20.5
Grays Harbor,"39,056","40,319","43,710",3.2,8.4
Island,"53,427","55,908","59,200",4.6,5.9
Jefferson,"51,582","53,765","56,585",4.2,5.2
King,"88,308","92,026","96,647",4.2,5.0
Kitsap,"54,597","57,197","60,704",4.8,6.1
Kittitas,"40,631","42,445","45,267",4.5,6.6
Klickitat,"47,162","47,985","51,973",1.7,8.3
Lewis,"41,618","44,091","47,752",5.9,8.3
Lincoln,"42,278","44,794","50,851",6.0,13.5
Mason,"41,071","42,663","45,901",3.9,7.6
Okanogan,"40,576","41,383","47,535",2.0,14.9
Pacific,"39,833","40,880","43,749",2.6,7.0
Pend Oreille,"41,148","43,497","46,571",5.7,7.1
Pierce,"49,928","52,496","56,532",5.1,7.7
San Juan,"77,422","79,117","81,858",2.2,3.5
Skagit,"50,703","53,221","57,315",5.0,7.7
Skamania,"44,868","46,587","49,519",3.8,6.3
Snohomish,"54,934","57,900","62,267",5.4,7.5
Spokane,"45,209","46,902","50,038",3.7,6.7
Stevens,"38,084","39,894","42,740",4.8,7.1
Thurston,"49,483","52,010","56,007",5.1,7.7
Wahkiakum,"42,286","44,014","47,027",4.1,6.8
Walla Walla,"44,521","46,648","51,767",4.8,11.0
Whatcom,"47,898","49,868","52,787",4.1,5.9
Whitman,"38,953","40,682","44,628",4.4,9.7
Yakima,"41,740","43,910","49,099",5.2,11.8
,,,,,
West Virginia,"41,406","42,500","44,994",2.6,5.9
Barbour,"32,717","33,642","35,878",2.8,6.6
Berkeley,"41,932","42,738","45,610",1.9,6.7
Boone,"35,438","36,504","39,493",3.0,8.2
Braxton,"31,967","32,756","34,972",2.5,6.8
Brooke,"42,285","45,144","49,579",6.8,9.8
Cabell,"43,312","43,890","46,805",1.3,6.6
Calhoun,"30,232","31,409","34,734",3.9,10.6
Clay,"31,852","32,849","35,702",3.1,8.7
Doddridge,"29,661","30,716","32,085",3.6,4.5
Fayette,"34,761","36,763","38,680",5.8,5.2
Gilmer,"28,573","29,646","31,020",3.8,4.6
Grant,"35,827","37,173","40,571",3.8,9.1
Greenbrier,"37,797","38,431","40,759",1.7,6.1
Hampshire,"35,988","37,548","39,802",4.3,6.0
Hancock,"42,451","43,962","47,007",3.6,6.9
Hardy,"34,094","35,261","38,269",3.4,8.5
Harrison,"49,131","50,174","52,124",2.1,3.9
Jackson,"38,444","39,001","41,622",1.4,6.7
Jefferson,"50,426","52,345","54,836",3.8,4.8
Kanawha,"48,396","49,760","52,969",2.8,6.4
Lewis,"41,060","42,121","43,634",2.6,3.6
Lincoln,"31,559","32,449","35,309",2.8,8.8
Logan,"37,030","38,173","41,110",3.1,7.7
McDowell,"30,346","31,832","34,918",4.9,9.7
Marion,"42,577","43,660","45,684",2.5,4.6
Marshall,"42,428","42,781","44,092",0.8,3.1
Mason,"33,660","34,772","37,641",3.3,8.3
Mercer,"37,695","38,645","41,372",2.5,7.1
Mineral,"40,939","42,421","45,193",3.6,6.5
Mingo,"32,383","33,405","35,115",3.2,5.1
Monongalia,"46,013","46,873","48,802",1.9,4.1
Monroe,"30,964","32,450","35,005",4.8,7.9
Morgan,"35,331","36,769","39,311",4.1,6.9
Nicholas,"34,044","34,768","37,492",2.1,7.8
Ohio,"63,476","59,708","61,452",-5.9,2.9
Pendleton,"36,211","37,419","40,054",3.3,7.0
Pleasants,"44,001","44,380","46,074",0.9,3.8
Pocahontas,"38,262","40,325","43,810",5.4,8.6
Preston,"37,043","38,023","40,563",2.6,6.7
Putnam,"47,071","48,125","50,363",2.2,4.7
Raleigh,"41,837","43,486","45,356",3.9,4.3
Randolph,"37,015","38,276","41,194",3.4,7.6
Ritchie,"38,146","39,683","42,068",4.0,6.0
Roane,"35,593","36,739","40,224",3.2,9.5
Summers,"33,622","35,079","37,181",4.3,6.0
Taylor,"41,082","42,204","43,460",2.7,3.0
Tucker,"42,217","43,058","47,175",2.0,9.6
Tyler,"38,348","39,583","41,195",3.2,4.1
Upshur,"33,500","35,506","37,337",6.0,5.2
Wayne,"34,077","35,180","37,566",3.2,6.8
Webster,"28,264","29,556","33,320",4.6,12.7
Wetzel,"37,034","36,631","38,428",-1.1,4.9
Wirt,"32,758","32,847","35,205",0.3,7.2
Wood,"44,215","46,650","48,566",5.5,4.1
Wyoming,"30,842","30,959","33,534",0.4,8.3
Wisconsin,"51,250","52,918","55,593",3.3,5.1
Adams,"39,259","41,511","44,159",5.7,6.4
Ashland,"40,167","41,742","44,520",3.9,6.7
Barron,"49,055","49,873","53,179",1.7,6.6
Bayfield,"48,635","50,299","53,369",3.4,6.1
Brown,"52,451","53,516","56,093",2.0,4.8
Buffalo,"45,528","46,256","50,518",1.6,9.2
Burnett,"43,807","45,431","48,574",3.7,6.9
Calumet,"50,971","53,076","55,460",4.1,4.5
Chippewa,"46,009","47,360","50,639",2.9,6.9
Clark,"40,816","42,504","46,154",4.1,8.6
Columbia,"51,029","53,511","56,134",4.9,4.9
Crawford,"41,757","42,894","46,113",2.7,7.5
Dane,"61,221","63,683","66,094",4.0,3.8
Dodge,"44,208","45,654","48,547",3.3,6.3
Door,"62,357","63,882","66,516",2.4,4.1
Douglas,"42,719","44,251","45,962",3.6,3.9
Dunn,"39,962","41,212","44,626",3.1,8.3
Eau Claire,"48,094","49,728","52,141",3.4,4.9
Florence,"53,044","58,498","56,604",10.3,-3.2
Fond du Lac,"48,245","49,922","52,813",3.5,5.8
Forest,"41,448","42,304","44,657",2.1,5.6
Grant,"43,179","45,387","49,410",5.1,8.9
Green,"50,868","53,359","56,620",4.9,6.1
Green Lake,"44,699","45,595","47,898",2.0,5.1
Iowa,"47,492","49,905","53,603",5.1,7.4
Iron,"48,820","49,719","53,164",1.8,6.9
Jackson,"46,006","45,571","49,528",-0.9,8.7
Jefferson,"45,664","47,176","49,591",3.3,5.1
Juneau,"38,320","39,769","42,620",3.8,7.2
Kenosha,"46,964","48,550","51,229",3.4,5.5
Kewaunee,"46,314","48,461","52,638",4.6,8.6
La Crosse,"49,776","52,166","54,532",4.8,4.5
Lafayette,"42,165","43,632","48,891",3.5,12.1
Langlade,"43,091","44,288","48,036",2.8,8.5
Lincoln,"45,787","47,030","50,216",2.7,6.8
Manitowoc,"46,608","47,911","50,829",2.8,6.1
Marathon,"50,246","52,203","55,136",3.9,5.6
Marinette,"45,138","46,320","49,557",2.6,7.0
Marquette,"41,156","42,561","45,391",3.4,6.6
Menominee,"30,513","33,696","35,082",10.4,4.1
Milwaukee,"46,792","48,107","51,002",2.8,6.0
Monroe,"41,307","42,274","45,741",2.3,8.2
Oconto,"45,795","47,227","50,060",3.1,6.0
Oneida,"50,951","51,928","54,861",1.9,5.6
Outagamie,"50,946","52,654","54,862",3.4,4.2
Ozaukee,"82,753","85,526","87,395",3.4,2.2
Pepin,"48,136","49,529","54,316",2.9,9.7
Pierce,"45,576","46,871","48,775",2.8,4.1
Polk,"46,306","47,751","50,730",3.1,6.2
Portage,"45,017","46,771","49,815",3.9,6.5
Price,"45,723","46,903","49,837",2.6,6.3
Racine,"49,191","50,729","53,094",3.1,4.7
Richland,"42,817","44,179","48,516",3.2,9.8
Rock,"43,868","46,018","48,836",4.9,6.1
Rusk,"44,291","44,799","48,292",1.1,7.8
St. Croix,"56,083","57,688","59,602",2.9,3.3
Sauk,"48,884","53,842","55,166",10.1,2.5
Sawyer,"45,144","47,730","50,276",5.7,5.3
Shawano,"42,354","43,635","47,067",3.0,7.9
Sheboygan,"52,880","53,217","55,616",0.6,4.5
Taylor,"39,501","41,631","46,070",5.4,10.7
Trempealeau,"44,521","44,875","48,324",0.8,7.7
Vernon,"40,897","41,863","44,976",2.4,7.4
Vilas,"53,903","52,739","55,140",-2.2,4.6
Walworth,"49,623","51,156","53,546",3.1,4.7
Washburn,"47,250","48,761","52,457",3.2,7.6
Washington,"58,412","59,878","62,506",2.5,4.4
Waukesha,"71,918","73,883","75,958",2.7,2.8
Waupaca,"45,560","46,735","49,711",2.6,6.4
Waushara,"40,914","42,055","44,594",2.8,6.0
Winnebago,"47,644","48,943","50,840",2.7,3.9
Wood,"46,184","47,911","50,929",3.7,6.3
Wyoming,"59,910","61,065","61,855",1.9,1.3
Albany,"40,550","41,332","43,148",1.9,4.4
Big Horn,"38,806","39,580","43,939",2.0,11.0
Campbell,"53,796","54,143","53,932",0.6,-0.4
Carbon,"56,937","56,227","59,028",-1.2,5.0
Converse,"56,425","65,959","64,373",16.9,-2.4
Crook,"46,760","45,957","47,752",-1.7,3.9
Fremont,"45,220","46,191","48,350",2.1,4.7
Goshen,"41,904","42,398","44,562",1.2,5.1
Hot Springs,"54,305","64,515","67,005",18.8,3.9
Johnson,"53,360","54,662","56,748",2.4,3.8
Laramie,"52,224","53,532","55,094",2.5,2.9
Lincoln,"43,215","45,700","48,449",5.8,6.0
Natrona,"71,185","70,054","68,447",-1.6,-2.3
Niobrara,"50,884","48,846","55,291",-4.0,13.2
Park,"57,010","58,021","59,827",1.8,3.1
